config_label,wavelength_nm,fpr_length_um,array_pitch_um,output_pitch_um,output_offset_um,dominant_output,dominant_fraction,second_to_first,quality,source_type,coarse_score,out_1,out_2,out_3,out_4
coarse_107,1549.2,50.0,1.25,1.5,0.55,2,0.2604088697949328,0.9766387861298367,poor,coarse_local,0.16748672008730772,8.349004831821341,8.548713147986122,8.108613557995945,7.8217098216098755
coarse_107,1550.8,50.0,1.25,1.5,0.55,2,0.31663330452869526,0.808458921983835,passing,coarse_local,0.16748672008730772,4.688687418103106,6.214887226577721,5.02448102745013,3.699971884314829
coarse_107,1552.4,50.0,1.25,1.5,0.55,2,0.4452675918931229,0.6261138224119829,general,coarse_local,0.16748672008730772,1.4130589975263883,3.645647226224391,2.2825901199769962,0.8462459175995476
coarse_108,1547.6,50.0,1.25,1.5,0.6,2,0.2502951733392812,0.9996853539023801,poor,coarse_local,0.170423835866864,8.383234375794073,8.400655171781695,8.398011938414443,8.38109159815689
coarse_108,1549.2,50.0,1.25,1.5,0.6,2,0.26023408710846657,0.9796542267843062,poor,coarse_local,0.170423835866864,8.366727456305206,8.540490335828803,8.093487911576549,7.817786411310075
coarse_108,1550.8,50.0,1.25,1.5,0.6,2,0.316955535591818,0.7982560510721041,passing,coarse_local,0.170423835866864,4.758164149200566,6.218037354840858,4.963585944294095,3.6782240914552777
coarse_108,1552.4,50.0,1.25,1.5,0.6,2,0.44772143558891064,0.6016129298348896,general,coarse_local,0.170423835866864,1.4870930193641652,3.6670125882126987,2.206122186936063,0.8301609086531206
coarse_109,1547.6,50.0,1.25,1.5,0.65,2,0.25030778614313187,0.9995690278158066,poor,coarse_local,0.1729616595146658,8.383734012927725,8.401071720216644,8.397451091987817,8.38070919228412
coarse_109,1549.2,50.0,1.25,1.5,0.65,2,0.26003810855336945,0.9827323823217285,poor,coarse_local,0.1729616595146658,8.384096598936273,8.531413790526212,8.07867739457157,7.814133419299303
coarse_109,1550.8,50.0,1.25,1.5,0.65,2,0.317098582139645,0.7886368584186012,passing,coarse_local,0.1729616595146658,4.828406227919531,6.217167043260164,4.90308708526036,3.657756680524893
coarse_109,1552.4,50.0,1.25,1.5,0.65,2,0.44946856068466445,0.578613702161002,general,coarse_local,0.1729616595146658,1.5641723716253888,3.682360630829079,2.130664317295936,0.8155016873165833
coarse_110,1547.6,50.0,1.25,1.55,0.45,3,0.2502801762936164,0.9998986761342595,poor,coarse_local,0.054450693321052915,8.895533452358888,8.914654121819806,8.91555748056897,8.896562762830657
coarse_110,1549.2,50.0,1.25,1.55,0.45,2,0.26133608000474945,0.9682391684293458,poor,coarse_local,0.054450693321052915,8.803214555558073,9.09198351254312,8.621266958388702,8.273922555576398
coarse_110,1550.8,50.0,1.25,1.55,0.45,2,0.31879388768330175,0.8278889449822812,passing,coarse_local,0.054450693321052915,4.578718436508296,6.388106712809816,5.288642926902347,3.7828920041206318
coarse_110,1552.4,50.0,1.25,1.55,0.45,2,0.447955415693784,0.6825129018491457,general,coarse_local,0.054450693321052915,1.129262928907972,3.536419195130607,2.413651727023611,0.8152446521432577
coarse_111,1547.6,50.0,1.25,1.55,0.5,2,0.25026990726183923,0.9999820871851888,poor,coarse_local,0.16842832989648523,8.895999794819385,8.915195103624503,8.915035407385606,8.896091215619673
coarse_111,1549.2,50.0,1.25,1.55,0.5,2,0.2612115737043744,0.9711268445946319,poor,coarse_local,0.16842832989648523,8.823051477122482,9.085374919077026,8.604181274423933,8.269062950753307
coarse_111,1550.8,50.0,1.25,1.55,0.5,2,0.3195749694421129,0.8161495505762811,passing,coarse_local,0.16842832989648523,4.648328555107698,6.401921705204281,5.2249255225270135,3.7574372731216092
coarse_111,1552.4,50.0,1.25,1.55,0.5,2,0.4523867492615767,0.6537413207240409,general,coarse_local,0.16842832989648523,1.1931147987477564,3.573442085901983,2.336106748768434,0.7964229152812576
coarse_112,1547.6,50.0,1.25,1.55,0.55,2,0.2502843947654188,0.9998629593618907,poor,coarse_local,0.17203930660765404,8.896484518266067,8.915711655448911,8.91448984063445,8.895637398203865
coarse_112,1549.2,50.0,1.25,1.55,0.55,2,0.26106328841434207,0.9740998430771717,poor,coarse_local,0.17203930660765404,8.84266676495183,9.077782763025537,8.587380623906013,8.264514968576034
coarse_112,1550.8,50.0,1.25,1.55,0.55,2,0.32017174790559916,0.8049925727900161,passing,coarse_local,0.17203930660765404,4.719252935201664,6.41160144229961,5.161291540740941,3.7333606551548684
coarse_112,1552.4,50.0,1.25,1.55,0.55,2,0.4561036070657276,0.6266805373465905,general,coarse_local,0.17203930660765404,1.2604407209734416,3.604768273520947,2.2590381186600483,0.7791507501329612
coarse_113,1547.6,50.0,1.25,1.55,0.6,2,0.2502982311098667,0.9997443533657949,poor,coarse_local,0.17523616643268702,8.89698736929041,8.916202023358041,8.913922626320877,8.89520134625911
coarse_113,1549.2,50.0,1.25,1.55,0.6,2,0.26089225613284883,0.9771492786293214,poor,coarse_local,0.17523616643268702,8.862000955411792,9.069239623082774,8.570888120352077,8.260266159146504
coarse_113,1550.8,50.0,1.25,1.55,0.6,2,0.3205852854568463,0.7944167797071718,passing,coarse_local,0.17523616643268702,4.791313952218644,6.417145746518162,5.097888258860533,3.7106211224821926
coarse_113,1552.4,50.0,1.25,1.55,0.6,2,0.45909803378152425,0.6012414596358258,general,coarse_local,0.17523616643268702,1.3311251260248655,3.630291436555427,2.1826817222180237,0.7633445039525755
coarse_114,1547.6,50.0,1.25,1.55,0.65,2,0.2503113702845524,0.9996266689654718,poor,coarse_local,0.17802551606054584,8.897508010584867,8.916664522353644,8.913335654762973,8.894783009926632
coarse_114,1549.2,50.0,1.25,1.55,0.65,2,0.2606995828507344,0.9802659108579853,poor,coarse_local,0.17802551606054584,8.880994314673535,9.05978083732441,8.554724971066339,8.25630399666712
coarse_114,1550.8,50.0,1.25,1.55,0.65,2,0.32081743770362947,0.7844201994284513,passing,coarse_local,0.17802551606054584,4.864322577135761,6.4185705401173765,5.034856383124455,3.689175890151954
coarse_114,1552.4,50.0,1.25,1.55,0.65,2,0.46136665853159414,0.5773411782011975,general,coarse_local,0.17802551606054584,1.4050248649912058,3.649936948365959,2.107258898129686,0.748920852107548
coarse_115,1547.6,50.0,1.25,1.6,0.45,3,0.25029757196583247,0.9998359911165033,poor,coarse_local,0.05830009250797481,9.418366016053813,9.439294640219758,9.44084302234312,9.419972566258217
coarse_115,1549.2,50.0,1.25,1.6,0.45,2,0.2619880342003659,0.965595455954557,poor,coarse_local,0.05830009250797481,9.299121684660843,9.630453030112934,9.108685561668098,8.720872863003931
coarse_115,1550.8,50.0,1.25,1.6,0.45,2,0.3221830240403828,0.8255557518011677,passing,coarse_local,0.05830009250797481,4.582765273470928,6.562816647832991,5.417971031634984,3.8062870390353454
coarse_115,1552.4,50.0,1.25,1.6,0.45,2,0.45741581513111407,0.6868397412189274,general,coarse_local,0.05830009250797481,0.984644000587565,3.4731003849986783,2.3854633696598495,0.7496656656327758
coarse_116,1547.6,50.0,1.25,1.6,0.5,3,0.2502830540206423,0.9999558122170416,poor,coarse_local,0.06256166235893452,9.418850480318628,9.43988279574896,9.440299941673846,9.41946106311886
coarse_116,1549.2,50.0,1.25,1.6,0.5,2,0.26186770822225786,0.968508500507793,poor,coarse_local,0.06256166235893452,9.32059463155962,9.62365805428945,9.090166710987708,8.71565612649371
coarse_116,1550.8,50.0,1.25,1.6,0.5,2,0.32306306865979234,0.8134483789513717,passing,coarse_local,0.06256166235893452,4.65431392512043,6.579346990100011,5.35195914365544,3.7798987155047215
coarse_116,1552.4,50.0,1.25,1.6,0.5,2,0.4624669816010158,0.65697286299134,general,coarse_local,0.06256166235893452,1.0444028187936294,3.513807007752635,2.308475849882282,0.7312773080599393
coarse_117,1547.6,50.0,1.25,1.6,0.55,2,0.2502869083519358,0.999924259634362,poor,coarse_local,0.17643506253811955,9.41935411677122,9.44044672052131,9.439731697634912,9.41896733661526
coarse_117,1549.2,50.0,1.25,1.6,0.55,2,0.2617233545298804,0.9715097060280453,poor,coarse_local,0.17643506253811955,9.341861505943376,9.615819016504707,9.071944870782323,8.710768041574395
coarse_117,1550.8,50.0,1.25,1.6,0.55,2,0.3237572201889344,0.8019222291546674,passing,coarse_local,0.17643506253811955,4.7273436531964315,6.591669837475641,5.28600656992005,3.754896032179345
coarse_117,1552.4,50.0,1.25,1.6,0.55,2,0.46679141579909705,0.6288784925902171,general,coarse_local,0.17643506253811955,1.107701261507732,3.5490159706814124,2.231899813820733,0.7143847457130392
coarse_118,1547.6,50.0,1.25,1.6,0.6,2,0.25030121619015516,0.9998046271571804,poor,coarse_local,0.17990910602952562,9.419876711260844,9.440984625697077,9.439140113691739,9.418491369316145
coarse_118,1549.2,50.0,1.25,1.6,0.6,2,0.26155593738904864,0.9745907480453686,poor,coarse_local,0.17990910602952562,9.362862042622313,9.606967910787573,9.054044224917574,8.706195904148963
coarse_118,1550.8,50.0,1.25,1.6,0.6,2,0.32426621048952137,0.7909751009619864,passing,coarse_local,0.17990910602952562,4.801685309846181,6.5997778038765675,5.220259914747945,3.7312387985212663
coarse_118,1552.4,50.0,1.25,1.6,0.6,2,0.47037822741256285,0.6024591098572777,general,coarse_local,0.17990910602952562,1.174454735586559,3.5786060790659926,2.155963832923941,0.6989084379981555
coarse_119,1547.6,50.0,1.25,1.6,0.65,2,0.2503148740567698,0.9996856723975716,poor,coarse_local,0.18296698902987252,9.4204179706277,9.441494784140884,9.438527061722045,9.418033045811647
coarse_119,1549.2,50.0,1.25,1.6,0.65,2,0.26136649356683817,0.977742951416614,poor,coarse_local,0.18296698902987252,9.383535571154399,9.597139572889741,9.036487034382688,8.701926951624593
coarse_119,1550.8,50.0,1.25,1.6,0.65,2,0.3245915483054054,0.7806041321206549,passing,coarse_local,0.18296698902987252,4.877158060751708,6.6036793671475,5.1548594011952495,3.708885159017432
coarse_119,1552.4,50.0,1.25,1.6,0.65,2,0.4732211171095877,0.5776241588777896,general,coarse_local,0.18296698902987252,1.2445525177538228,3.6024859326645564,2.0808829067244337,0.684769206347614
coarse_120,1547.6,50.0,1.25,1.65,0.45,3,0.25031527339306237,0.99977217509196,poor,coarse_local,0.06189920645950098,9.949570189485774,9.97239857389798,9.974671052413225,9.951791792889981
coarse_120,1549.2,50.0,1.25,1.65,0.45,2,0.2626459730210613,0.9629017856411278,poor,coarse_local,0.06189920645950098,9.799434606575236,10.17698248430445,9.60108398093304,9.170408775213053
coarse_120,1550.8,50.0,1.25,1.65,0.45,2,0.3256034308900179,0.8236578014342667,passing,coarse_local,0.06189920645950098,4.565396877188005,6.720153906068289,5.535107191572107,3.818417871820824
coarse_120,1552.4,50.0,1.25,1.65,0.45,2,0.4664664854832554,0.6930857009597187,general,coarse_local,0.06189920645950098,0.8437791615351523,3.3968611741965153,2.354315907980845,0.6871557191167047
coarse_121,1547.6,50.0,1.25,1.65,0.5,3,0.2503010054163482,0.9998925665436558,poor,coarse_local,0.06647400759908235,9.950072083666079,9.973035464899024,9.974107017689882,9.951235107764706
coarse_121,1549.2,50.0,1.25,1.65,0.5,2,0.26252958911884317,0.9658388426769187,poor,coarse_local,0.06647400759908235,9.82259431931887,10.170013759329217,9.58109368446604,9.164841170137509
coarse_121,1550.8,50.0,1.25,1.65,0.5,2,0.3265874531367387,0.8111791541156739,passing,coarse_local,0.06647400759908235,4.638555638061707,6.739538966200099,5.4669735177318195,3.7911777027298497
coarse_121,1552.4,50.0,1.25,1.65,0.5,2,0.4721883608199946,0.6620509030680398,general,coarse_local,0.06647400759908235,0.8990253456313267,3.441075086869303,2.2781668687867556,0.669237797088162
coarse_122,1547.6,50.0,1.25,1.65,0.55,2,0.25028946729491697,0.9999867448310918,poor,coarse_local,0.18061949133105812,9.950593991524057,9.973648351517479,9.973516149123949,9.950695617033984
coarse_122,1549.2,50.0,1.25,1.65,0.55,2,0.2623889630319575,0.9688665569971218,poor,coarse_local,0.18061949133105812,9.845564611424823,10.161940816638252,9.561412398069052,9.159619758737945
coarse_122,1550.8,50.0,1.25,1.65,0.55,2,0.3273838922686214,0.7992819796679368,passing,coarse_local,0.18061949133105812,4.713361719518984,6.754656180184569,5.398874963674187,3.7653261910719893
coarse_122,1552.4,50.0,1.25,1.65,0.55,2,0.47717333532778883,0.6328605810272793,general,coarse_local,0.18061949133105812,0.9578376207086715,3.480012663453521,2.202362836175485,0.6527607443125041
coarse_123,1547.6,50.0,1.25,1.65,0.6,2,0.25030425967906905,0.9998661385524843,poor,coarse_local,0.1843900455868187,9.951135726813071,9.97423541299538,9.972900247405134,9.950173164964557
coarse_123,1549.2,50.0,1.25,1.65,0.6,2,0.2622249974862507,0.9719771143238404,poor,coarse_local,0.1843900455868187,9.868284464865846,10.152795080705944,9.542065310228956,9.154731693090389
coarse_123,1550.8,50.0,1.25,1.65,0.6,2,0.32799316344965795,0.7879630871387234,passing,coarse_local,0.1843900455868187,4.789654884089931,6.7654910766564775,5.330957234771724,3.740823919366319
coarse_123,1552.4,50.0,1.25,1.65,0.6,2,0.48140736818138147,0.6054080556597243,general,coarse_local,0.1843900455868187,1.0201608534324935,3.513539234655868,2.127124956537165,0.6376491102861624
coarse_124,1547.6,50.0,1.25,1.65,0.65,2,0.25031845038461115,0.999745987908046,poor,coarse_local,0.18773549113391602,9.95169703011811,9.974794883664673,9.972261165149462,9.949667476318577
coarse_124,1549.2,50.0,1.25,1.65,0.65,2,0.2620386658832265,0.97516235661531,poor,coarse_local,0.18773549113391602,9.890692333289318,10.142610885451845,9.523075675515754,9.150164093455224
coarse_124,1550.8,50.0,1.25,1.65,0.65,2,0.3284164443345297,0.7772186994265746,passing,coarse_local,0.18773549113391602,4.867262981123936,6.7720447874863705,5.263359842188671,3.717629893513164
coarse_124,1552.4,50.0,1.25,1.65,0.65,2,0.4848809999635141,0.5795944975044683,general,coarse_local,0.18773549113391602,1.0859153742031094,3.5415480185014014,2.052661744171265,0.6238278304871279
coarse_125,1547.6,55.0,1.05,1.45,0.45,2,0.25550347412816027,0.9770525062471318,poor,coarse_local,0.004168181290592821,0.8796092122883614,0.9035630730552332,0.8828285650809758,0.8704014475810016
coarse_125,1549.2,55.0,1.05,1.45,0.45,4,0.3126257452074195,0.8554385616074732,passing,coarse_local,0.004168181290592821,4.396728855227605,3.007196212383053,3.8968799562199785,5.1397365661954915
coarse_125,1550.8,55.0,1.05,1.45,0.45,4,0.2958252008392166,0.9250918758055897,poor,coarse_local,0.004168181290592821,9.908108478089424,7.305654085499507,8.281013188996017,10.710404811912582
coarse_125,1552.4,55.0,1.05,1.45,0.45,1,0.2686932758511397,0.9425253104534151,poor,coarse_local,0.004168181290592821,10.290184560570447,9.6987593975746,9.142904385276653,9.16529373419162
coarse_126,1547.6,55.0,1.05,1.45,0.5,2,0.25557758878293674,0.9755817882549666,poor,coarse_local,0.007367376947606891,0.880325568908159,0.9038208112373268,0.8817511232889659,0.8704877310508228
coarse_126,1549.2,55.0,1.05,1.45,0.5,4,0.31335476655016153,0.8434966985214903,passing,coarse_local,0.007367376947606891,4.348137368045186,2.9882201617982,3.9594159140733733,5.154895538615325
coarse_126,1550.8,55.0,1.05,1.45,0.5,4,0.29708395842930685,0.9128778872777673,poor,coarse_local,0.007367376947606891,9.82205127516198,7.2567693705130525,8.37856270632017,10.759436077974973
coarse_126,1552.4,55.0,1.05,1.45,0.5,1,0.26930199219763484,0.9370048884295414,poor,coarse_local,0.007367376947606891,10.306524188996526,9.65726354780706,9.145058363537073,9.16240508829812
coarse_127,1547.6,55.0,1.05,1.45,0.55,2,0.2556279050018258,0.9746526928192197,poor,coarse_local,0.010342524805476434,0.8810797095353111,0.9039935107415081,0.8807091624949488,0.8705823608779965
coarse_127,1549.2,55.0,1.05,1.45,0.55,4,0.3139772038347391,0.8316014115513948,passing,coarse_local,0.010342524805476434,4.298192854708499,2.9730622099356263,4.02179126607806,5.16857330327278
coarse_127,1550.8,55.0,1.05,1.45,0.55,4,0.2982531357896217,0.9007666411977422,poor,coarse_local,0.010342524805476434,9.733547317710615,7.213727381344945,8.477336038130455,10.805847899482595
coarse_127,1552.4,55.0,1.05,1.45,0.55,1,0.2698533200954843,0.9318128134598397,poor,coarse_local,0.010342524805476434,10.32023087275041,9.616523365092656,9.147659310114982,9.159440072589302
coarse_128,1547.6,55.0,1.05,1.45,0.6,2,0.2556539379310011,0.97543498434033,poor,coarse_local,0.012870571334266057,0.8818704046910838,0.9040791224926976,0.8797069163884057,0.8706830699490211
coarse_128,1549.2,55.0,1.05,1.45,0.6,4,0.31449738206098315,0.8197459854880086,passing,coarse_local,0.012870571334266057,4.246985431721085,2.961821379841202,4.083783066667074,5.180855419734423
coarse_128,1550.8,55.0,1.05,1.45,0.6,4,0.2993337979578793,0.8887559824265816,poor,coarse_local,0.012870571334266057,9.642734479524039,7.176718262598585,8.577001373345647,10.849698533894939
coarse_128,1552.4,55.0,1.05,1.45,0.6,1,0.2703439785523781,0.9269747700782307,poor,coarse_local,0.012870571334266057,10.331181557058121,9.57674464849041,9.150598229532765,9.156425320333717
coarse_129,1547.6,55.0,1.05,1.45,0.65,2,0.25565537521061976,0.976351414512583,poor,coarse_local,0.015250466163485327,0.8826960754056448,0.9040761986772016,0.878748133055795,0.870787788737879
coarse_129,1549.2,55.0,1.05,1.45,0.65,4,0.31491962139042395,0.807926801367639,passing,coarse_local,0.015250466163485327,4.194617233427589,2.9545774275915067,4.1451784340175,5.191828302176686
coarse_129,1550.8,55.0,1.05,1.45,0.65,4,0.30032713769493985,0.8768454695847839,passing,coarse_local,0.015250466163485327,9.549769545509726,7.145905287385612,8.67723531168924,10.891051931912092
coarse_129,1552.4,55.0,1.05,1.45,0.65,1,0.27077102361841554,0.9225138883120738,poor,coarse_local,0.015250466163485327,10.339268827299216,9.538119088175616,9.15377251085284,9.153386387920245
coarse_130,1547.6,55.0,1.05,1.5,0.45,2,0.25603536270381033,0.9744130987216397,poor,coarse_local,0.004956309731971503,0.790050598476463,0.8136216998835423,0.7928036417706904,0.7812948618845128
coarse_130,1549.2,55.0,1.05,1.5,0.45,4,0.31525723785894555,0.8514490286152975,passing,coarse_local,0.004956309731971503,4.440899960403236,2.978096726206121,3.909563592334671,5.215696784134482
coarse_130,1550.8,55.0,1.05,1.5,0.45,4,0.29595554736503094,0.9292530053394112,poor,coarse_local,0.004956309731971503,10.579777275647025,7.7607377712118915,8.743693356512656,11.38524945828154
coarse_130,1552.4,55.0,1.05,1.5,0.45,1,0.2687119524942896,0.9527437998375632,poor,coarse_local,0.004956309731971503,10.934908131387909,10.418165923973184,9.702826340668746,9.637890966378153
coarse_131,1547.6,55.0,1.05,1.5,0.5,2,0.25611544664833374,0.9728497796403435,poor,coarse_local,0.008208534165442503,0.7907113643811728,0.8138717554338053,0.791774957929277,0.7813954161764526
coarse_131,1549.2,55.0,1.05,1.5,0.5,4,0.3159587654550282,0.8397309207764131,passing,coarse_local,0.008208534165442503,4.392211616210519,2.9580556241409726,3.973605626801911,5.230498850928927
coarse_131,1550.8,55.0,1.05,1.5,0.5,4,0.29722749307755586,0.9172618597985663,poor,coarse_local,0.008208534165442503,10.491181144306639,7.707260266602263,8.84468104584911,11.437498498640874
coarse_131,1552.4,55.0,1.05,1.5,0.5,1,0.2694554928801549,0.9467722096383615,poor,coarse_local,0.008208534165442503,10.95774073967719,10.374484412748467,9.700209915351303,9.633801209509981
coarse_132,1547.6,55.0,1.05,1.5,0.55,2,0.25617063101722953,0.972196033851681,poor,coarse_local,0.011173572550718117,0.7914084429280489,0.8140420402587106,0.7907817391380513,0.7815014508375892
coarse_132,1549.2,55.0,1.05,1.5,0.55,4,0.3165561291392915,0.828050408240504,passing,coarse_local,0.011173572550718117,4.342157233543672,2.941765455953966,4.03749716188483,5.243832006278668
coarse_132,1550.8,55.0,1.05,1.5,0.55,4,0.29841354955637994,0.9053725143091608,poor,coarse_local,0.011173572550718117,10.400068028010976,7.659566336814067,8.947066167482257,11.48705959551543
coarse_132,1552.4,55.0,1.05,1.5,0.55,1,0.27014734655239087,0.9410816911083991,poor,coarse_local,0.011173572550718117,10.977992272445327,10.331187532727785,9.698148004058103,9.62972605247057
coarse_133,1547.6,55.0,1.05,1.5,0.6,2,0.25620038033169523,0.9729898965531836,poor,coarse_local,0.013748441860836708,0.7921408258471938,0.8141305769498249,0.7898278439948483,0.7816110122475362
coarse_133,1549.2,55.0,1.05,1.5,0.6,4,0.3170536702927302,0.8163995632470555,passing,coarse_local,0.013748441860836708,4.290818191867108,2.9293273193387597,4.101020005183972,5.255782076611227
coarse_133,1550.8,55.0,1.05,1.5,0.6,4,0.29951459493323845,0.893582273798483,poor,coarse_local,0.013748441860836708,10.306564261448036,7.617852262735141,9.050522498174843,11.533984685748512
coarse_133,1552.4,55.0,1.05,1.5,0.6,1,0.27078411350083,0.9356973151946468,poor,coarse_local,0.013748441860836708,10.9955243189856,10.288482584432273,9.696542880761351,9.625688805042504
coarse_134,1547.6,55.0,1.05,1.5,0.65,2,0.2562043276576228,0.973924833810295,poor,coarse_local,0.016180682220247183,0.7929071974332907,0.8141359270316505,0.7889166806607308,0.7817223771972442
coarse_134,1549.2,55.0,1.05,1.5,0.65,4,0.31745572342487954,0.8047733298005593,passing,coarse_local,0.016180682220247183,4.23828700042014,2.920824595196099,4.1639652456280665,5.266435707394133
coarse_134,1550.8,55.0,1.05,1.5,0.65,4,0.30053162856234067,0.8818899330859701,passing,coarse_local,0.016180682220247183,10.21081386150232,7.582289776385099,9.154730816945428,11.578331352271974
coarse_134,1552.4,55.0,1.05,1.5,0.65,1,0.27136266521527963,0.9306419635241503,poor,coarse_local,0.016180682220247183,11.010212148741779,10.246565452922503,9.695301746994614,9.621711964921653
coarse_135,1547.6,55.0,1.05,1.55,0.45,2,0.2566308809700645,0.9713654520717458,poor,coarse_local,0.0058911352504912515,0.7051435940734169,0.7281669930479255,0.707316260385722,0.6967830164011878
coarse_135,1549.2,55.0,1.05,1.55,0.45,4,0.3179984386668855,0.8469085232981715,passing,coarse_local,0.0058911352504912515,4.468923151299388,2.936509433814896,3.9114488035112744,5.276748348092858
coarse_135,1550.8,55.0,1.05,1.55,0.45,4,0.29608271107652406,0.9333335299901852,poor,coarse_local,0.0058911352504912515,11.268987072348224,8.224591270873194,9.211358513705818,12.073912176354286
coarse_135,1552.4,55.0,1.05,1.55,0.45,1,0.2686492982188992,0.9632089228341267,poor,coarse_local,0.0058911352504912515,11.583897583350684,11.157713513480056,10.270117389031357,10.107303129519087
coarse_136,1547.6,55.0,1.05,1.55,0.5,2,0.25671706736891753,0.9697079862396373,poor,coarse_local,0.009189230454910068,0.7057477347158663,0.7284051789825444,0.7063403192776857,0.6968918557830525
coarse_136,1549.2,55.0,1.05,1.55,0.5,4,0.3186660268483747,0.8354239738990682,passing,coarse_local,0.009189230454910068,4.4202765088083975,2.9155567435183682,3.976880087849207,5.291057770557149
coarse_136,1550.8,55.0,1.05,1.55,0.5,4,0.2973645027049607,0.9215579490774731,poor,coarse_local,0.009189230454910068,11.177877586214514,8.166460593301295,9.315759221789323,12.129326861543698
coarse_136,1552.4,55.0,1.05,1.55,0.5,1,0.2695177053147623,0.956814928472909,poor,coarse_local,0.009189230454910068,11.61352361879581,11.111992770636553,10.262476555346975,10.1020281921723
coarse_137,1547.6,55.0,1.05,1.55,0.55,2,0.256777024953515,0.9695542718486779,poor,coarse_local,0.012093205553269586,0.7063868663566589,0.728568670023773,0.7053997913209645,0.697003934310723
coarse_137,1549.2,55.0,1.05,1.55,0.55,4,0.3192319995037209,0.8239673194922886,passing,coarse_local,0.012093205553269586,4.370256509200438,2.8982861570670138,4.042161849005468,5.303919713579536
coarse_137,1550.8,55.0,1.05,1.55,0.55,4,0.2985636547140713,0.9098839554607561,poor,coarse_local,0.012093205553269586,11.084185178293728,8.114054374005729,9.421725086592255,12.181976736451857
coarse_137,1552.4,55.0,1.05,1.55,0.55,1,0.2703396245025223,0.9506608002577027,poor,coarse_local,0.012093205553269586,11.64062890525589,11.06628959057351,10.25549154243835,10.096867441594554
coarse_138,1547.6,55.0,1.05,1.55,0.6,2,0.2568101551676472,0.9703626217390073,poor,coarse_local,0.01470525636252975,0.7070601447064497,0.7286555859286009,0.7044981578589128,0.6971177795350134
coarse_138,1549.2,55.0,1.05,1.55,0.6,4,0.3197007416725074,0.8125296066925022,passing,coarse_local,0.01470525636252975,4.318936647094158,2.884799999592349,4.107080789700797,5.315420646239464
coarse_138,1550.8,55.0,1.05,1.55,0.6,4,0.2996808711312431,0.8983084754222148,poor,coarse_local,0.01470525636252975,10.988025626040601,8.067573992524434,9.528935464682137,12.231906885745577
coarse_138,1552.4,55.0,1.05,1.55,0.6,1,0.27111158269564845,0.9447710230740926,poor,coarse_local,0.01470525636252975,11.665061191347593,11.020811795971358,10.249075596656878,10.091841623076533
coarse_139,1547.6,55.0,1.05,1.55,0.65,2,0.2568160229035754,0.9713200295905458,poor,coarse_local,0.017179170575744827,0.707766452882429,0.7286645300424658,0.7036384810703101,0.6972322035726767
coarse_139,1549.2,55.0,1.05,1.55,0.65,4,0.32007662801550607,0.8011045588050999,passing,coarse_local,0.017179170575744827,4.266400727246081,2.8751842763712183,4.171432223844014,5.3256477951014265
coarse_139,1550.8,55.0,1.05,1.55,0.65,4,0.30071696969043327,0.8868297389972125,passing,coarse_local,0.017179170575744827,10.889531270462417,8.027198361778973,9.637075471732105,12.279167907445022
coarse_139,1552.4,55.0,1.05,1.55,0.65,1,0.27183032458051537,0.9391681849341899,poor,coarse_local,0.017179170575744827,11.686680131261916,10.975758166783713,10.243145627485127,10.086970894453476
coarse_140,1547.6,55.0,1.05,1.6,0.45,2,0.257298479932599,0.9678490694818279,poor,coarse_local,0.006256534676915455,0.6256964516431872,0.6480120500164492,0.6271778596214321,0.6176362906452083
coarse_140,1549.2,55.0,1.05,1.6,0.45,4,0.32085389243852847,0.8417737377736806,passing,coarse_local,0.006256534676915455,4.481419596160789,2.8835140150765306,3.9038266702240647,5.323781670848068
coarse_140,1550.8,55.0,1.05,1.6,0.45,4,0.2962005185095094,0.9373736222606648,poor,coarse_local,0.006256534676915455,11.975184092407288,8.696654624560066,9.683326311227408,12.775251839844529
coarse_140,1552.4,55.0,1.05,1.6,0.45,1,0.26850377355929694,0.9739339850868877,poor,coarse_local,0.006256534676915455,12.234982423387413,11.91606518907773,10.843469010167599,10.572747707398772
coarse_141,1547.6,55.0,1.05,1.6,0.5,2,0.25739089110898156,0.9660968928709073,poor,coarse_local,0.010198552002759965,0.6262417940423346,0.6482348421684101,0.626257666869564,0.6177497014447065
coarse_141,1549.2,55.0,1.05,1.6,0.5,4,0.3214815233885243,0.8305316099816754,passing,coarse_local,0.010198552002759965,4.432949131282359,2.861806959390037,3.970530432893142,5.337483941616823
coarse_141,1550.8,55.0,1.05,1.6,0.5,4,0.2974884691531049,0.9258095559341014,poor,coarse_local,0.010198552002759965,11.881582670097346,8.633812752080937,9.791116522204105,12.833722220667022
coarse_141,1552.4,55.0,1.05,1.6,0.5,1,0.2694879729956451,0.9671405236683305,poor,coarse_local,0.010198552002759965,12.271695032154584,11.868453559696034,10.830570434552188,10.566359663015717
coarse_142,1547.6,55.0,1.05,1.6,0.55,2,0.25745539611210844,0.9667379617189356,poor,coarse_local,0.013102890836593925,0.6268210987051783,0.6483877984791675,0.6253727394931818,0.6178654740477347
coarse_142,1549.2,55.0,1.05,1.6,0.55,4,0.32201028980956703,0.8193067767534056,passing,coarse_local,0.013102890836593925,4.383102976239007,2.84371203560777,4.037077043897029,5.349770196711348
coarse_142,1550.8,55.0,1.05,1.6,0.55,4,0.29869657296872515,0.9143477079005343,poor,coarse_local,0.013102890836593925,11.78533680762193,8.576636300068301,9.900633983895395,12.889338165108603
